sku_id,product_id,ingredients,highlighted_ingredients,ingredient_callouts,clinical_results,clean_at_sephora,coverage,finish,formulation,finish_source,needs_review
2548006,P482709,"Thirsty: Dimethicone, Dicaprylyl Carbonate, Silica, Caprylic/Capric Triglyceride, Polyhydroxystearic Acid, Dimethicone Crosspolymer, Synthetic Wax, Mica, HDI/Trimethylol Hexyllactone Crosspolymer, Methyl Methacrylate Crosspolymer, Tocopheryl Acetate, Glyceryl Caprylate, Jasminum Grandiflorum (Jasmine) Flower Wax, Limnanthes Alba (Meadowfoam) Seed Oil, Silica Silylate, Glyceryl Undecylenate. May Contain/Peut Contenir (±): Titanium Dioxide (CI 77891), Iron Oxides (CI 77492), Red 7 Lake (CI 15850), Red 28 Lake (CI 45410) Yes Sir: Talc, Mica, Zinc Stearate, Caprylic/Capric Triglyceride, Silica, Dimethicone, Sodium Dehydroacetate, Sorbic Acid, Ethylhexyl Hydroxystearate, Jasminum Grandiflorum (Jasmine) Flower Wax, Magnesium Carbonate, Oryza Sativa (Rice) Hull Powder, Propylene Glycol, Hylocereus Undatus Fruit Extract, Phenoxyethanol. May Contain/Peut Contenir (±): Titanium Dioxide (CI 77891), Red 7 Lake (CI 15850), Iron Oxides (CI 77492), Red 28 Lake (CI 45410) Kisses Please: Calcium Aluminum Borosilicate, Caprylic/Capric Triglyceride, Talc, Zinc Stearate, Sodium Dehydroacetate, Tin Oxide, Sorbic Acid, Dimethicone, Jasminum Grandiflorum (Jasmine) Flower Wax, Magnesium Carbonate, Mica, Oryza Sativa (Rice) Hull Powder, Silica. May Contain/Peut Contenir (±): Titanium Dioxide (CI 77891), Red 7 Lake (CI 15850), Iron Oxides (CI 77492), Red 28 Lake (CI 45410)",- Dragon Fruit Extract: Helps grip and extend wear. Ingredient Callouts: This product is vegan and cruelty,,,,,,,,True
2547982,P482709,"Thirsty: Dimethicone, Dicaprylyl Carbonate, Silica, Caprylic/Capric Triglyceride, Polyhydroxystearic Acid, Dimethicone Crosspolymer, Synthetic Wax, Mica, HDI/Trimethylol Hexyllactone Crosspolymer, Methyl Methacrylate Crosspolymer, Tocopheryl Acetate, Glyceryl Caprylate, Jasminum Grandiflorum (Jasmine) Flower Wax, Limnanthes Alba (Meadowfoam) Seed Oil, Silica Silylate, Glyceryl Undecylenate. May Contain/Peut Contenir (±): Titanium Dioxide (CI 77891), Iron Oxides (CI 77492), Red 7 Lake (CI 15850), Red 28 Lake (CI 45410) Yes Sir: Talc, Mica, Zinc Stearate, Caprylic/Capric Triglyceride, Silica, Dimethicone, Sodium Dehydroacetate, Sorbic Acid, Ethylhexyl Hydroxystearate, Jasminum Grandiflorum (Jasmine) Flower Wax, Magnesium Carbonate, Oryza Sativa (Rice) Hull Powder, Propylene Glycol, Hylocereus Undatus Fruit Extract, Phenoxyethanol. May Contain/Peut Contenir (±): Titanium Dioxide (CI 77891), Red 7 Lake (CI 15850), Iron Oxides (CI 77492), Red 28 Lake (CI 45410) Kisses Please: Calcium Aluminum Borosilicate, Caprylic/Capric Triglyceride, Talc, Zinc Stearate, Sodium Dehydroacetate, Tin Oxide, Sorbic Acid, Dimethicone, Jasminum Grandiflorum (Jasmine) Flower Wax, Magnesium Carbonate, Mica, Oryza Sativa (Rice) Hull Powder, Silica. May Contain/Peut Contenir (±): Titanium Dioxide (CI 77891), Red 7 Lake (CI 15850), Iron Oxides (CI 77492), Red 28 Lake (CI 45410)",- Dragon Fruit Extract: Helps grip and extend wear. Ingredient Callouts: This product is vegan and cruelty,,,,,,,,True
2548014,P482709,"Thirsty: Dimethicone, Dicaprylyl Carbonate, Silica, Caprylic/Capric Triglyceride, Polyhydroxystearic Acid, Dimethicone Crosspolymer, Synthetic Wax, Mica, HDI/Trimethylol Hexyllactone Crosspolymer, Methyl Methacrylate Crosspolymer, Tocopheryl Acetate, Glyceryl Caprylate, Jasminum Grandiflorum (Jasmine) Flower Wax, Limnanthes Alba (Meadowfoam) Seed Oil, Silica Silylate, Glyceryl Undecylenate. May Contain/Peut Contenir (±): Titanium Dioxide (CI 77891), Iron Oxides (CI 77492), Red 7 Lake (CI 15850), Red 28 Lake (CI 45410) Yes Sir: Talc, Mica, Zinc Stearate, Caprylic/Capric Triglyceride, Silica, Dimethicone, Sodium Dehydroacetate, Sorbic Acid, Ethylhexyl Hydroxystearate, Jasminum Grandiflorum (Jasmine) Flower Wax, Magnesium Carbonate, Oryza Sativa (Rice) Hull Powder, Propylene Glycol, Hylocereus Undatus Fruit Extract, Phenoxyethanol. May Contain/Peut Contenir (±): Titanium Dioxide (CI 77891), Red 7 Lake (CI 15850), Iron Oxides (CI 77492), Red 28 Lake (CI 45410) Kisses Please: Calcium Aluminum Borosilicate, Caprylic/Capric Triglyceride, Talc, Zinc Stearate, Sodium Dehydroacetate, Tin Oxide, Sorbic Acid, Dimethicone, Jasminum Grandiflorum (Jasmine) Flower Wax, Magnesium Carbonate, Mica, Oryza Sativa (Rice) Hull Powder, Silica. May Contain/Peut Contenir (±): Titanium Dioxide (CI 77891), Red 7 Lake (CI 15850), Iron Oxides (CI 77492), Red 28 Lake (CI 45410)",- Dragon Fruit Extract: Helps grip and extend wear. Ingredient Callouts: This product is vegan and cruelty,,,,,,,,True
2547990,P482709,"Thirsty: Dimethicone, Dicaprylyl Carbonate, Silica, Caprylic/Capric Triglyceride, Polyhydroxystearic Acid, Dimethicone Crosspolymer, Synthetic Wax, Mica, HDI/Trimethylol Hexyllactone Crosspolymer, Methyl Methacrylate Crosspolymer, Tocopheryl Acetate, Glyceryl Caprylate, Jasminum Grandiflorum (Jasmine) Flower Wax, Limnanthes Alba (Meadowfoam) Seed Oil, Silica Silylate, Glyceryl Undecylenate. May Contain/Peut Contenir (±): Titanium Dioxide (CI 77891), Iron Oxides (CI 77492), Red 7 Lake (CI 15850), Red 28 Lake (CI 45410) Yes Sir: Talc, Mica, Zinc Stearate, Caprylic/Capric Triglyceride, Silica, Dimethicone, Sodium Dehydroacetate, Sorbic Acid, Ethylhexyl Hydroxystearate, Jasminum Grandiflorum (Jasmine) Flower Wax, Magnesium Carbonate, Oryza Sativa (Rice) Hull Powder, Propylene Glycol, Hylocereus Undatus Fruit Extract, Phenoxyethanol. May Contain/Peut Contenir (±): Titanium Dioxide (CI 77891), Red 7 Lake (CI 15850), Iron Oxides (CI 77492), Red 28 Lake (CI 45410) Kisses Please: Calcium Aluminum Borosilicate, Caprylic/Capric Triglyceride, Talc, Zinc Stearate, Sodium Dehydroacetate, Tin Oxide, Sorbic Acid, Dimethicone, Jasminum Grandiflorum (Jasmine) Flower Wax, Magnesium Carbonate, Mica, Oryza Sativa (Rice) Hull Powder, Silica. May Contain/Peut Contenir (±): Titanium Dioxide (CI 77891), Red 7 Lake (CI 15850), Iron Oxides (CI 77492), Red 28 Lake (CI 45410)",- Dragon Fruit Extract: Helps grip and extend wear. Ingredient Callouts: This product is vegan and cruelty,,,,,,,,True
2738680,P482709,"Thirsty: Dimethicone, Dicaprylyl Carbonate, Silica, Caprylic/Capric Triglyceride, Polyhydroxystearic Acid, Dimethicone Crosspolymer, Synthetic Wax, Mica, HDI/Trimethylol Hexyllactone Crosspolymer, Methyl Methacrylate Crosspolymer, Tocopheryl Acetate, Glyceryl Caprylate, Jasminum Grandiflorum (Jasmine) Flower Wax, Limnanthes Alba (Meadowfoam) Seed Oil, Silica Silylate, Glyceryl Undecylenate. May Contain/Peut Contenir (±): Titanium Dioxide (CI 77891), Iron Oxides (CI 77492), Red 7 Lake (CI 15850), Red 28 Lake (CI 45410) Yes Sir: Talc, Mica, Zinc Stearate, Caprylic/Capric Triglyceride, Silica, Dimethicone, Sodium Dehydroacetate, Sorbic Acid, Ethylhexyl Hydroxystearate, Jasminum Grandiflorum (Jasmine) Flower Wax, Magnesium Carbonate, Oryza Sativa (Rice) Hull Powder, Propylene Glycol, Hylocereus Undatus Fruit Extract, Phenoxyethanol. May Contain/Peut Contenir (±): Titanium Dioxide (CI 77891), Red 7 Lake (CI 15850), Iron Oxides (CI 77492), Red 28 Lake (CI 45410) Kisses Please: Calcium Aluminum Borosilicate, Caprylic/Capric Triglyceride, Talc, Zinc Stearate, Sodium Dehydroacetate, Tin Oxide, Sorbic Acid, Dimethicone, Jasminum Grandiflorum (Jasmine) Flower Wax, Magnesium Carbonate, Mica, Oryza Sativa (Rice) Hull Powder, Silica. May Contain/Peut Contenir (±): Titanium Dioxide (CI 77891), Red 7 Lake (CI 15850), Iron Oxides (CI 77492), Red 28 Lake (CI 45410)",- Dragon Fruit Extract: Helps grip and extend wear. Ingredient Callouts: This product is vegan and cruelty,,,,,,,,True
2968238,P522502,"-Peptides: Give skin a supple and fuller-looking appearance. -Ceramides: Strengthen the skin barrier to soften and hydrate. Squalane, Hydrogenated Polyisobutene, Mica, Isoamyl Laurate, Octyldodecanol, Silica, Ethylhexyl Olivate, Sorbitan Sesquiisostearate, Ethylene/Propylene/Styrene Copolymer, Disteardimonium Hectorite, Hydrogenated Polycyclopentadiene, Jojoba Esters, Ethylhexyl Palmitate, Polyglyceryl-3 Diisostearate, Helianthus Annuus (Sunflower) Seed Wax, Theobroma Cacao (Cocoa) Seed Butter, Tribehenin, Ethylhexylglycerin, Sorbitan Isostearate, Polyglycerin-3, Tocopheryl Acetate, Hydrogenated Lecithin, Glyceryl Stearate, Quercetin, Ceramide Ap, Ceramide Ns, Cholesterol, Hydroxypalmitoyl Sphinganine, Ceramide Eop, Aluminum Hydroxide, Persea Gratissima (Avocado) Oil, Hydrogenated Vegetable Oil, Ceramide Np, Dipropylene Glycol, Butylene/Ethylene/Styrene Copolymer, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Lactic Acid, Tocopherol, Palmitoyl Tripeptide-1, Acacia Decurrens Flower Wax, [+/- (May Contain/Peut Contenir): Titanium Dioxide (Ci 77891), Yellow 5 Lake (Ci 19140), Red 28 Lake (Ci 45410), Red 7 (Ci 15850), Blue 1 Lake (Ci 42090)].",- Peptides: Give skin a supple and fuller,"looking patchy, streaky, or cakey",In a clinical study with 33 subjects:,,,,,,True
2968170,P522502,"-Peptides: Give skin a supple and fuller-looking appearance. -Ceramides: Strengthen the skin barrier to soften and hydrate. Squalane, Hydrogenated Polyisobutene, Mica, Isoamyl Laurate, Octyldodecanol, Silica, Ethylhexyl Olivate, Sorbitan Sesquiisostearate, Ethylene/Propylene/Styrene Copolymer, Disteardimonium Hectorite, Hydrogenated Polycyclopentadiene, Jojoba Esters, Ethylhexyl Palmitate, Polyglyceryl-3 Diisostearate, Helianthus Annuus (Sunflower) Seed Wax, Theobroma Cacao (Cocoa) Seed Butter, Tribehenin, Ethylhexylglycerin, Sorbitan Isostearate, Polyglycerin-3, Tocopheryl Acetate, Hydrogenated Lecithin, Glyceryl Stearate, Quercetin, Ceramide Ap, Ceramide Ns, Cholesterol, Hydroxypalmitoyl Sphinganine, Ceramide Eop, Aluminum Hydroxide, Persea Gratissima (Avocado) Oil, Hydrogenated Vegetable Oil, Ceramide Np, Dipropylene Glycol, Butylene/Ethylene/Styrene Copolymer, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Lactic Acid, Tocopherol, Palmitoyl Tripeptide-1, Acacia Decurrens Flower Wax, [+/- (May Contain/Peut Contenir): Titanium Dioxide (Ci 77891), Yellow 5 Lake (Ci 19140), Red 28 Lake (Ci 45410), Red 7 (Ci 15850), Blue 1 Lake (Ci 42090)].",- Peptides: Give skin a supple and fuller,"looking patchy, streaky, or cakey",In a clinical study with 33 subjects:,,,,,,True
2968253,P522502,"-Peptides: Give skin a supple and fuller-looking appearance. -Ceramides: Strengthen the skin barrier to soften and hydrate. Squalane, Hydrogenated Polyisobutene, Mica, Isoamyl Laurate, Octyldodecanol, Silica, Ethylhexyl Olivate, Sorbitan Sesquiisostearate, Ethylene/Propylene/Styrene Copolymer, Disteardimonium Hectorite, Hydrogenated Polycyclopentadiene, Jojoba Esters, Ethylhexyl Palmitate, Polyglyceryl-3 Diisostearate, Helianthus Annuus (Sunflower) Seed Wax, Theobroma Cacao (Cocoa) Seed Butter, Tribehenin, Ethylhexylglycerin, Sorbitan Isostearate, Polyglycerin-3, Tocopheryl Acetate, Hydrogenated Lecithin, Glyceryl Stearate, Quercetin, Ceramide Ap, Ceramide Ns, Cholesterol, Hydroxypalmitoyl Sphinganine, Ceramide Eop, Aluminum Hydroxide, Persea Gratissima (Avocado) Oil, Hydrogenated Vegetable Oil, Ceramide Np, Dipropylene Glycol, Butylene/Ethylene/Styrene Copolymer, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Lactic Acid, Tocopherol, Palmitoyl Tripeptide-1, Acacia Decurrens Flower Wax, [+/- (May Contain/Peut Contenir): Titanium Dioxide (Ci 77891), Yellow 5 Lake (Ci 19140), Red 28 Lake (Ci 45410), Red 7 (Ci 15850), Blue 1 Lake (Ci 42090)].",- Peptides: Give skin a supple and fuller,"looking patchy, streaky, or cakey",In a clinical study with 33 subjects:,,,,,,True
2968220,P522502,"-Peptides: Give skin a supple and fuller-looking appearance. -Ceramides: Strengthen the skin barrier to soften and hydrate. Squalane, Hydrogenated Polyisobutene, Mica, Isoamyl Laurate, Octyldodecanol, Silica, Ethylhexyl Olivate, Sorbitan Sesquiisostearate, Ethylene/Propylene/Styrene Copolymer, Disteardimonium Hectorite, Hydrogenated Polycyclopentadiene, Jojoba Esters, Ethylhexyl Palmitate, Polyglyceryl-3 Diisostearate, Helianthus Annuus (Sunflower) Seed Wax, Theobroma Cacao (Cocoa) Seed Butter, Tribehenin, Ethylhexylglycerin, Sorbitan Isostearate, Polyglycerin-3, Tocopheryl Acetate, Hydrogenated Lecithin, Glyceryl Stearate, Quercetin, Ceramide Ap, Ceramide Ns, Cholesterol, Hydroxypalmitoyl Sphinganine, Ceramide Eop, Aluminum Hydroxide, Persea Gratissima (Avocado) Oil, Hydrogenated Vegetable Oil, Ceramide Np, Dipropylene Glycol, Butylene/Ethylene/Styrene Copolymer, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Lactic Acid, Tocopherol, Palmitoyl Tripeptide-1, Acacia Decurrens Flower Wax, [+/- (May Contain/Peut Contenir): Titanium Dioxide (Ci 77891), Yellow 5 Lake (Ci 19140), Red 28 Lake (Ci 45410), Red 7 (Ci 15850), Blue 1 Lake (Ci 42090)].",- Peptides: Give skin a supple and fuller,"looking patchy, streaky, or cakey",In a clinical study with 33 subjects:,,,,,,True
2968162,P522502,"-Peptides: Give skin a supple and fuller-looking appearance. -Ceramides: Strengthen the skin barrier to soften and hydrate. Squalane, Hydrogenated Polyisobutene, Mica, Isoamyl Laurate, Octyldodecanol, Silica, Ethylhexyl Olivate, Sorbitan Sesquiisostearate, Ethylene/Propylene/Styrene Copolymer, Disteardimonium Hectorite, Hydrogenated Polycyclopentadiene, Jojoba Esters, Ethylhexyl Palmitate, Polyglyceryl-3 Diisostearate, Helianthus Annuus (Sunflower) Seed Wax, Theobroma Cacao (Cocoa) Seed Butter, Tribehenin, Ethylhexylglycerin, Sorbitan Isostearate, Polyglycerin-3, Tocopheryl Acetate, Hydrogenated Lecithin, Glyceryl Stearate, Quercetin, Ceramide Ap, Ceramide Ns, Cholesterol, Hydroxypalmitoyl Sphinganine, Ceramide Eop, Aluminum Hydroxide, Persea Gratissima (Avocado) Oil, Hydrogenated Vegetable Oil, Ceramide Np, Dipropylene Glycol, Butylene/Ethylene/Styrene Copolymer, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Lactic Acid, Tocopherol, Palmitoyl Tripeptide-1, Acacia Decurrens Flower Wax, [+/- (May Contain/Peut Contenir): Titanium Dioxide (Ci 77891), Yellow 5 Lake (Ci 19140), Red 28 Lake (Ci 45410), Red 7 (Ci 15850), Blue 1 Lake (Ci 42090)].",- Peptides: Give skin a supple and fuller,"looking patchy, streaky, or cakey",In a clinical study with 33 subjects:,,,,,,True
2968196,P522502,"-Peptides: Give skin a supple and fuller-looking appearance. -Ceramides: Strengthen the skin barrier to soften and hydrate. Squalane, Hydrogenated Polyisobutene, Mica, Isoamyl Laurate, Octyldodecanol, Silica, Ethylhexyl Olivate, Sorbitan Sesquiisostearate, Ethylene/Propylene/Styrene Copolymer, Disteardimonium Hectorite, Hydrogenated Polycyclopentadiene, Jojoba Esters, Ethylhexyl Palmitate, Polyglyceryl-3 Diisostearate, Helianthus Annuus (Sunflower) Seed Wax, Theobroma Cacao (Cocoa) Seed Butter, Tribehenin, Ethylhexylglycerin, Sorbitan Isostearate, Polyglycerin-3, Tocopheryl Acetate, Hydrogenated Lecithin, Glyceryl Stearate, Quercetin, Ceramide Ap, Ceramide Ns, Cholesterol, Hydroxypalmitoyl Sphinganine, Ceramide Eop, Aluminum Hydroxide, Persea Gratissima (Avocado) Oil, Hydrogenated Vegetable Oil, Ceramide Np, Dipropylene Glycol, Butylene/Ethylene/Styrene Copolymer, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Lactic Acid, Tocopherol, Palmitoyl Tripeptide-1, Acacia Decurrens Flower Wax, [+/- (May Contain/Peut Contenir): Titanium Dioxide (Ci 77891), Yellow 5 Lake (Ci 19140), Red 28 Lake (Ci 45410), Red 7 (Ci 15850), Blue 1 Lake (Ci 42090)].",- Peptides: Give skin a supple and fuller,"looking patchy, streaky, or cakey",In a clinical study with 33 subjects:,,,,,,True
2968212,P522502,"-Peptides: Give skin a supple and fuller-looking appearance. -Ceramides: Strengthen the skin barrier to soften and hydrate. Squalane, Hydrogenated Polyisobutene, Mica, Isoamyl Laurate, Octyldodecanol, Silica, Ethylhexyl Olivate, Sorbitan Sesquiisostearate, Ethylene/Propylene/Styrene Copolymer, Disteardimonium Hectorite, Hydrogenated Polycyclopentadiene, Jojoba Esters, Ethylhexyl Palmitate, Polyglyceryl-3 Diisostearate, Helianthus Annuus (Sunflower) Seed Wax, Theobroma Cacao (Cocoa) Seed Butter, Tribehenin, Ethylhexylglycerin, Sorbitan Isostearate, Polyglycerin-3, Tocopheryl Acetate, Hydrogenated Lecithin, Glyceryl Stearate, Quercetin, Ceramide Ap, Ceramide Ns, Cholesterol, Hydroxypalmitoyl Sphinganine, Ceramide Eop, Aluminum Hydroxide, Persea Gratissima (Avocado) Oil, Hydrogenated Vegetable Oil, Ceramide Np, Dipropylene Glycol, Butylene/Ethylene/Styrene Copolymer, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Lactic Acid, Tocopherol, Palmitoyl Tripeptide-1, Acacia Decurrens Flower Wax, [+/- (May Contain/Peut Contenir): Titanium Dioxide (Ci 77891), Yellow 5 Lake (Ci 19140), Red 28 Lake (Ci 45410), Red 7 (Ci 15850), Blue 1 Lake (Ci 42090)].",- Peptides: Give skin a supple and fuller,"looking patchy, streaky, or cakey",In a clinical study with 33 subjects:,,,,,,True
2968246,P522502,"-Peptides: Give skin a supple and fuller-looking appearance. -Ceramides: Strengthen the skin barrier to soften and hydrate. Squalane, Hydrogenated Polyisobutene, Mica, Isoamyl Laurate, Octyldodecanol, Silica, Ethylhexyl Olivate, Sorbitan Sesquiisostearate, Ethylene/Propylene/Styrene Copolymer, Disteardimonium Hectorite, Hydrogenated Polycyclopentadiene, Jojoba Esters, Ethylhexyl Palmitate, Polyglyceryl-3 Diisostearate, Helianthus Annuus (Sunflower) Seed Wax, Theobroma Cacao (Cocoa) Seed Butter, Tribehenin, Ethylhexylglycerin, Sorbitan Isostearate, Polyglycerin-3, Tocopheryl Acetate, Hydrogenated Lecithin, Glyceryl Stearate, Quercetin, Ceramide Ap, Ceramide Ns, Cholesterol, Hydroxypalmitoyl Sphinganine, Ceramide Eop, Aluminum Hydroxide, Persea Gratissima (Avocado) Oil, Hydrogenated Vegetable Oil, Ceramide Np, Dipropylene Glycol, Butylene/Ethylene/Styrene Copolymer, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Lactic Acid, Tocopherol, Palmitoyl Tripeptide-1, Acacia Decurrens Flower Wax, [+/- (May Contain/Peut Contenir): Titanium Dioxide (Ci 77891), Yellow 5 Lake (Ci 19140), Red 28 Lake (Ci 45410), Red 7 (Ci 15850), Blue 1 Lake (Ci 42090)].",- Peptides: Give skin a supple and fuller,"looking patchy, streaky, or cakey",In a clinical study with 33 subjects:,,,,,,True
2968188,P522502,"-Peptides: Give skin a supple and fuller-looking appearance. -Ceramides: Strengthen the skin barrier to soften and hydrate. Squalane, Hydrogenated Polyisobutene, Mica, Isoamyl Laurate, Octyldodecanol, Silica, Ethylhexyl Olivate, Sorbitan Sesquiisostearate, Ethylene/Propylene/Styrene Copolymer, Disteardimonium Hectorite, Hydrogenated Polycyclopentadiene, Jojoba Esters, Ethylhexyl Palmitate, Polyglyceryl-3 Diisostearate, Helianthus Annuus (Sunflower) Seed Wax, Theobroma Cacao (Cocoa) Seed Butter, Tribehenin, Ethylhexylglycerin, Sorbitan Isostearate, Polyglycerin-3, Tocopheryl Acetate, Hydrogenated Lecithin, Glyceryl Stearate, Quercetin, Ceramide Ap, Ceramide Ns, Cholesterol, Hydroxypalmitoyl Sphinganine, Ceramide Eop, Aluminum Hydroxide, Persea Gratissima (Avocado) Oil, Hydrogenated Vegetable Oil, Ceramide Np, Dipropylene Glycol, Butylene/Ethylene/Styrene Copolymer, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Lactic Acid, Tocopherol, Palmitoyl Tripeptide-1, Acacia Decurrens Flower Wax, [+/- (May Contain/Peut Contenir): Titanium Dioxide (Ci 77891), Yellow 5 Lake (Ci 19140), Red 28 Lake (Ci 45410), Red 7 (Ci 15850), Blue 1 Lake (Ci 42090)].",- Peptides: Give skin a supple and fuller,"looking patchy, streaky, or cakey",In a clinical study with 33 subjects:,,,,,,True
2987105,P522502,"-Peptides: Give skin a supple and fuller-looking appearance. -Ceramides: Strengthen the skin barrier to soften and hydrate. Squalane, Hydrogenated Polyisobutene, Mica, Isoamyl Laurate, Octyldodecanol, Silica, Ethylhexyl Olivate, Sorbitan Sesquiisostearate, Ethylene/Propylene/Styrene Copolymer, Disteardimonium Hectorite, Hydrogenated Polycyclopentadiene, Jojoba Esters, Ethylhexyl Palmitate, Polyglyceryl-3 Diisostearate, Helianthus Annuus (Sunflower) Seed Wax, Theobroma Cacao (Cocoa) Seed Butter, Tribehenin, Ethylhexylglycerin, Sorbitan Isostearate, Polyglycerin-3, Tocopheryl Acetate, Hydrogenated Lecithin, Glyceryl Stearate, Quercetin, Ceramide Ap, Ceramide Ns, Cholesterol, Hydroxypalmitoyl Sphinganine, Ceramide Eop, Aluminum Hydroxide, Persea Gratissima (Avocado) Oil, Hydrogenated Vegetable Oil, Ceramide Np, Dipropylene Glycol, Butylene/Ethylene/Styrene Copolymer, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Lactic Acid, Tocopherol, Palmitoyl Tripeptide-1, Acacia Decurrens Flower Wax, [+/- (May Contain/Peut Contenir): Titanium Dioxide (Ci 77891), Yellow 5 Lake (Ci 19140), Red 28 Lake (Ci 45410), Red 7 (Ci 15850), Blue 1 Lake (Ci 42090)].",- Peptides: Give skin a supple and fuller,"looking patchy, streaky, or cakey",In a clinical study with 33 subjects:,,,,,,True
2968204,P522502,"-Peptides: Give skin a supple and fuller-looking appearance. -Ceramides: Strengthen the skin barrier to soften and hydrate. Squalane, Hydrogenated Polyisobutene, Mica, Isoamyl Laurate, Octyldodecanol, Silica, Ethylhexyl Olivate, Sorbitan Sesquiisostearate, Ethylene/Propylene/Styrene Copolymer, Disteardimonium Hectorite, Hydrogenated Polycyclopentadiene, Jojoba Esters, Ethylhexyl Palmitate, Polyglyceryl-3 Diisostearate, Helianthus Annuus (Sunflower) Seed Wax, Theobroma Cacao (Cocoa) Seed Butter, Tribehenin, Ethylhexylglycerin, Sorbitan Isostearate, Polyglycerin-3, Tocopheryl Acetate, Hydrogenated Lecithin, Glyceryl Stearate, Quercetin, Ceramide Ap, Ceramide Ns, Cholesterol, Hydroxypalmitoyl Sphinganine, Ceramide Eop, Aluminum Hydroxide, Persea Gratissima (Avocado) Oil, Hydrogenated Vegetable Oil, Ceramide Np, Dipropylene Glycol, Butylene/Ethylene/Styrene Copolymer, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Lactic Acid, Tocopherol, Palmitoyl Tripeptide-1, Acacia Decurrens Flower Wax, [+/- (May Contain/Peut Contenir): Titanium Dioxide (Ci 77891), Yellow 5 Lake (Ci 19140), Red 28 Lake (Ci 45410), Red 7 (Ci 15850), Blue 1 Lake (Ci 42090)].",- Peptides: Give skin a supple and fuller,"looking patchy, streaky, or cakey",In a clinical study with 33 subjects:,,,,,,True
2965259,P522379,"-Botanical Complex: Moisturizes and smooths. -Coenzyme Q10: Antioxidant that provides protection. Octyldodecanol, Polyglyceryl-2 Triisostearate, Bis-Diglyceryl Polyacyladipate-2, Calcium Aluminum Borosilicate, Polyglyceryl-6 Polyricinoleate, Euphorbia Cerifera (Candelilla) Wax/Candelilla Cera, Caprylic/Capric Triglyceride, Synthetic Wax, Helianthus Annuus (Sunflower) Seed Wax, Polyhydroxystearic Acid, Stearalkonium Hectorite, Carthamus Tinctorius (Safflower) Seed Oil, Propylene Carbonate, Tocopheryl Acetate, Astragalus Membranaceus Root Extract, Spilanthes Acmella Flower/Leaf/Stem Extract, Ubiquinone, Tocopherol, Benzyl Alcohol, Alumina [+/-: Titanium Dioxide (CI 77891), Iron Oxide (CI 77492), Blue 1 Lake (CI 42090), Red 40 Lake (CI 16035)].",- Botanical Complex: Moisturizes and smooths,"parabens, formaldehydes, formaldehyde",In clinical tests it was found to be:,,,,,,True
2965242,P522379,"-Botanical Complex: Moisturizes and smooths. -Coenzyme Q10: Antioxidant that provides protection. Octyldodecanol, Polyglyceryl-2 Triisostearate, Bis-Diglyceryl Polyacyladipate-2, Calcium Aluminum Borosilicate, Polyglyceryl-6 Polyricinoleate, Euphorbia Cerifera (Candelilla) Wax/Candelilla Cera, Caprylic/Capric Triglyceride, Synthetic Wax, Helianthus Annuus (Sunflower) Seed Wax, Polyhydroxystearic Acid, Stearalkonium Hectorite, Carthamus Tinctorius (Safflower) Seed Oil, Propylene Carbonate, Tocopheryl Acetate, Astragalus Membranaceus Root Extract, Spilanthes Acmella Flower/Leaf/Stem Extract, Ubiquinone, Tocopherol, Benzyl Alcohol, Alumina [+/-: Titanium Dioxide (CI 77891), Iron Oxide (CI 77492), Blue 1 Lake (CI 42090), Red 40 Lake (CI 16035)].",- Botanical Complex: Moisturizes and smooths,"parabens, formaldehydes, formaldehyde",In clinical tests it was found to be:,,,,,,True
2965283,P522379,"-Botanical Complex: Moisturizes and smooths. -Coenzyme Q10: Antioxidant that provides protection. Octyldodecanol, Polyglyceryl-2 Triisostearate, Bis-Diglyceryl Polyacyladipate-2, Calcium Aluminum Borosilicate, Polyglyceryl-6 Polyricinoleate, Euphorbia Cerifera (Candelilla) Wax/Candelilla Cera, Caprylic/Capric Triglyceride, Synthetic Wax, Helianthus Annuus (Sunflower) Seed Wax, Polyhydroxystearic Acid, Stearalkonium Hectorite, Carthamus Tinctorius (Safflower) Seed Oil, Propylene Carbonate, Tocopheryl Acetate, Astragalus Membranaceus Root Extract, Spilanthes Acmella Flower/Leaf/Stem Extract, Ubiquinone, Tocopherol, Benzyl Alcohol, Alumina [+/-: Titanium Dioxide (CI 77891), Iron Oxide (CI 77492), Blue 1 Lake (CI 42090), Red 40 Lake (CI 16035)].",- Botanical Complex: Moisturizes and smooths,"parabens, formaldehydes, formaldehyde",In clinical tests it was found to be:,,,,,,True
